E,N,Season,ID,Resource,,,Row Labels,Count of Resource
13166222.6,4734330.562,Breeding,701,GPS,,,,
13165871.95,4737294.066,Breeding,702,GPS,,,,
13165383.26,4739804.974,Breeding,703,GPS,,,,
13166271.59,4741392.19,Breeding,704,GPS,,,,
13165214.05,4743371.536,Breeding,705,GPS,,,,
13165976.59,4747090.138,Breeding,706,GPS,,,,
13166115.74,4749241.523,Breeding,707,GPS,,,,
13166290.51,4750211.088,Breeding,708,GPS,,,,
13167222.25,4753104.538,Breeding,709,GPS,,,,
13167422.63,4756120.987,Breeding,710,GPS,,,,
13169712.47,4726729.257,Breeding,711,GBIF,,,,
13168582.58,4733689.492,Breeding,712,GPS,,,,
13168283.13,4735241.324,Breeding,713,GPS,,,,
13167773.29,4739334.311,Breeding,714,GPS,,,,
13168243.05,4742230.387,Breeding,715,GPS,,,,
13167873.47,4743642.847,Breeding,716,GPS,,,,
13168992.23,4747026.954,Breeding,717,GPS,,,,
13169848.28,4749734.194,Breeding,718,GPS,,,,
13169280.55,4750863.263,Breeding,719,GPS,,,,
13167604.08,4754242.606,Breeding,720,GPS,,,,
13168175.15,4756099.428,Breeding,721,GPS,,,,
13170537.35,4586727.625,Breeding,722,GPS,,,,
13172458.72,4726409.674,Breeding,723,GPS,,,,
13171754.07,4728483.559,Breeding,724,GPS,,,,
13171962.24,4734098.224,Breeding,725,GPS,,,,
13172228.29,4737335.671,Breeding,726,GPS,,,,
13172433.12,4739813.584,Breeding,727,GPS,,,,
13171925.5,4740975.988,Breeding,728,GPS,,,,
13171065,4743987.38,Breeding,729,GPS,,,,
13171986.73,4745193.337,Breeding,730,GPS,,,,
13170492.82,4749885.016,Breeding,731,GPS,,,,
13170131.03,4752968.035,Breeding,732,GPS,,,,
13171481.34,4756034.75,Breeding,733,GPS,,,,
13170478.35,4757932.153,Breeding,734,GPS,,,,
13174357.83,4588480.713,Breeding,735,GPS,,,,
13173369.32,4726679.097,Breeding,736,GPS,,,,
13173039.81,4729190.239,Breeding,737,GPS,,,,
13174982.34,4734915.735,Breeding,738,GPS,,,,
13173732.22,4736899.552,Breeding,739,GPS,,,,
13173595.29,4737876.541,Breeding,740,GPS,,,,
13172681.36,4740005.874,Breeding,741,GPS,,,,
13174542.62,4742849.032,Breeding,742,GPS,,,,
13173342.6,4746033.284,Breeding,743,GPS,,,,
13174701.81,4755224.15,Breeding,744,GPS,,,,
13176776.81,4586341.702,Breeding,745,GPS,,,,
13175531.14,4587623.925,Breeding,746,GPS,,,,
13177489.25,4719474.487,Breeding,747,GPS,,,,
13177238.78,4729882.633,Breeding,748,GPS,,,,
13177474.78,4730281.175,Breeding,749,GPS,,,,
13175194.96,4735072.074,Breeding,750,GPS,,,,
13175764.91,4746916.382,Breeding,751,GPS,,,,
13177249.91,4749497.192,Breeding,752,GPS,,,,
13175422.05,4750162.248,Breeding,753,GPS,,,,
13177185.35,4754139.14,Breeding,754,GPS,,,,
13175326.31,4756168.419,Breeding,755,GPS,,,,
13176976.07,4763593.425,Breeding,756,GPS,,,,
13179379.46,4585876.635,Breeding,757,GPS,,,,
13178131.56,4590270.866,Breeding,758,GPS,,,,
13177818.76,4719329.846,Breeding,759,GPS,,,,
13177863.28,4721966.654,Breeding,760,GPS,,,,
13179223.61,4725279.034,Breeding,761,GPS,,,,
13178571.28,4729660.431,Breeding,762,GPS,,,,
13178704.86,4730157.883,Breeding,763,GPS,,,,
13179688.92,4732588.152,Breeding,764,GPS,,,,
13178178.32,4740259.874,Breeding,765,GPS,,,,
13178736.03,4744036.19,Breeding,766,GPS,,,,
13177579.42,4749558.955,Breeding,767,GPS,,,,
13177536,4753810.067,Breeding,768,GPS,,,,
13180090.79,4586991.983,Breeding,769,GPS,,,,
13180598.4,4726428.304,Breeding,770,GPS,,,,
13180146.45,4732384.532,Breeding,771,GPS,,,,
13181831.82,4737497.785,Breeding,772,GPS,,,,
13182150.2,4737731.637,Breeding,773,GPS,,,,
13184378.81,4590709.261,Breeding,774,GPS,,,,
13183088.62,4718504.999,Breeding,775,GPS,,,,
13183146.51,4723606.949,Breeding,776,GPS,,,,
13184674.92,4725031.141,Breeding,777,GPS,,,,
13183722.03,4729241.844,Breeding,778,GPS,,,,
13184809.62,4731357.89,Breeding,779,GPS,,,,
13183748.75,4734792.387,Breeding,780,GPS,,,,
13182505.31,4737477.7,Breeding,781,GPS,,,,
13183275.64,4738819.189,Breeding,782,GPS,,,,
13182675.63,4744298.905,Breeding,783,GPS,,,,
13186066.42,4589184.86,Breeding,784,GPS,,,,
13185813.72,4729686.235,Breeding,785,GPS,,,,
13185036.71,4730813.066,Breeding,786,GPS,,,,
13185633.38,4736810.609,Breeding,787,GPS,,,,
13185195.9,4737568.084,Breeding,788,GPS,,,,
13185693.5,4741089.366,Breeding,789,GPS,,,,
13186899.09,4745520.692,Breeding,790,GPS,,,,
13189334.76,4746240.051,Breeding,791,GPS,,,,
13191043.51,4581954.791,Breeding,792,GPS,,,,
13192397.16,4719347.031,Breeding,793,GPS,,,,
13191493.24,4720532.867,Breeding,794,GPS,,,,
13192017.56,4745703.04,Breeding,795,GPS,,,,
13193682.9,4574361.235,Breeding,796,GPS,,,,
13194409.81,4576047.27,Breeding,797,GPS,,,,
13192809.04,4746937.921,Breeding,798,GPS,,,,
13193198.66,4748039.391,Breeding,799,GPS,,,,
13194945.26,4751446.521,Breeding,800,GPS,,,,
13196248.81,4578377.669,Breeding,801,GPS,,,,
13197290.76,4589187.688,Breeding,802,GPS,,,,
13196416.9,4716496.149,Breeding,803,GPS,,,,
13195397.22,4723051.081,Breeding,804,GPS,,,,
13196165.32,4747462.074,Breeding,805,GPS,,,,
13198129,4577922.847,Breeding,806,GPS,,,,
13198525.29,4586392.592,Breeding,807,GPS,,,,
13197987.62,4588074.931,Breeding,808,GPS,,,,
13199335.7,4751397.675,Breeding,809,GPS,,,,
13201908.29,4569118.488,Breeding,810,GPS,,,,
13202482.7,4577035.86,Breeding,811,GPS,,,,
13204459.74,4574272.281,Breeding,812,GPS,,,,
13202655.25,4575496.525,Breeding,813,GPS,,,,
13202936.89,4746903.458,Breeding,814,GPS,,,,
13205796.68,4569266.671,Breeding,815,GPS,,,,
13205319.12,4571341.462,Breeding,816,GPS,,,,
13205798.91,4572997.358,Breeding,817,GPS,,,,
13205507.25,4575087.016,Breeding,818,GPS,,,,
13208705.46,4570713.335,Breeding,819,GPS,,,,
13210661.35,4572914.063,Breeding,820,GPS,,,,
13211881.41,4579463.955,Breeding,821,GPS,,,,
13212135.22,4740749.237,Breeding,822,GPS,,,,
13212435.78,4747786.631,Breeding,823,GPS,,,,
13211714.43,4759368.38,Breeding,824,GPS,,,,
13214153.44,4486866.792,Breeding,825,GPS,,,,
13213476.62,4524837.192,Breeding,826,GPS,,,,
13212587.17,4578229.355,Breeding,827,GPS,,,,
13213633.58,4585264.589,Breeding,828,GPS,,,,
13214874.79,4589201.827,Breeding,829,GPS,,,,
13214720.05,4592782.694,Breeding,830,GPS,,,,
13212855.45,4741906.008,Breeding,831,GPS,,,,
13214724.51,4742771.519,Breeding,832,GPS,,,,
13214846.96,4746455.438,Breeding,833,GPS,,,,
13213836.18,4748454.448,Breeding,834,GPS,,,,
13214702.24,4750343.243,Breeding,835,GPS,,,,
13215553.84,4488124.239,Breeding,836,GPS,,,,
13215208.75,4586042.022,Breeding,837,GPS,,,,
13216813.97,4742414.11,Breeding,838,GPS,,,,
13217097.84,4742926.544,Breeding,839,GPS,,,,
13216152.74,4745789.19,Breeding,840,GPS,,,,
13216769.45,4748273.487,Breeding,841,GPS,,,,
13217383.93,4750751.212,Breeding,842,GPS,,,,
13216887.44,4753623.262,Breeding,843,GPS,,,,
13216146.06,4755343.436,Breeding,844,GPS,,,,
13217898.23,4574549.03,Breeding,845,GPS,,,,
13218696.39,4576612.167,Breeding,846,GPS,,,,
13219023.67,4743107.41,Breeding,847,GPS,,,,
13219037.02,4747115.987,Breeding,848,GPS,,,,
13219884.17,4747897.213,Breeding,849,GPS,,,,
13218755.39,4752289.863,Breeding,850,GPS,,,,
13217946.09,4753147.644,Breeding,851,GPS,,,,
13220674.53,4482913.394,Breeding,852,GPS,,,,
13221992.56,4587994.343,Breeding,853,GPS,,,,
13221670.84,4744385.043,Breeding,854,GPS,,,,
13221344.68,4746062.002,Breeding,855,GPS,,,,
13220538.72,4747902.957,Breeding,856,GPS,,,,
13220068.96,4751853.098,Breeding,857,GPS,,,,
13221244.49,4754644.984,Breeding,858,GPS,,,,
13221570.66,4755172.411,Breeding,859,GPS,,,,
13222949.9,4744072.079,Breeding,860,GPS,,,,
13224355.87,4747057.11,Breeding,861,GPS,,,,
13223024.49,4747594.193,Breeding,862,GPS,,,,
13224251.23,4751196.549,Breeding,863,GPS,,,,
13224018.57,4753891.975,Breeding,864,GPS,,,,
13227257.97,4481807.716,Breeding,865,GPS,,,,
13227299.16,4502449.873,Breeding,866,GPS,,,,
13226312.87,4740737.756,Breeding,867,GPS,,,,
13225476.86,4745869.597,Breeding,868,GPS,,,,
13227257.97,4747518.081,Breeding,869,GPS,,,,
13226629.01,4751479.564,Breeding,870,GPS,,,,
13229871.75,4480940.051,Breeding,871,GPS,,,,
13227797.87,4484945.904,Breeding,872,GPS,,,,
13229964.15,4501747.359,Breeding,873,GPS,,,,
13227918.09,4503389.437,Breeding,874,GPS,,,,
13229161.53,4507444.549,Breeding,875,GPS,,,,
13229662.47,4507998.724,Breeding,876,GPS,,,,
13229868.41,4513749.851,Breeding,877,GPS,,,,
13229487.7,4519075.758,Breeding,878,GPS,,,,
13229551.15,4738595.356,Breeding,879,GPS,,,,
13227796.75,4743583.991,Breeding,880,GPS,,,,
13229455.42,4746831.658,Breeding,881,GPS,,,,
13229936.32,4747673.178,Breeding,882,GPS,,,,
13227540.72,4751956.54,Breeding,883,GPS,,,,
13231136.34,4481652.371,Breeding,884,GPS,,,,
13232475.51,4484665.921,Breeding,885,GPS,,,,
13232469.95,4489003.701,Breeding,886,GPS,,,,
13231170.85,4510382.715,Breeding,887,GPS,,,,
13230105.52,4514481.248,Breeding,888,GPS,,,,
13232152.69,4519463.406,Breeding,889,GPS,,,,
13230952.66,4520323.027,Breeding,890,GPS,,,,
13230036.5,4747414.684,Breeding,891,GPS,,,,
13230111.09,4747520.953,Breeding,892,GPS,,,,
13232016.88,4751377.563,Breeding,893,GPS,,,,
13234508.21,4482426.322,Breeding,894,GPS,,,,
13232572.36,4484692.519,Breeding,895,GPS,,,,
13233997.25,4487418.482,Breeding,896,GPS,,,,
13232830.62,4488824.442,Breeding,897,GPS,,,,
13234258.85,4492024.963,Breeding,898,GPS,,,,
13234086.31,4575199.982,Breeding,899,GPS,,,,
13234744.2,4582262.832,Breeding,900,GPS,,,,
13234951.26,4582628.819,Breeding,901,GPS,,,,
13234610.62,4739889.639,Breeding,902,GPS,,,,
13234866.66,4745385.729,Breeding,903,GPS,,,,
13232561.23,4747513.772,Breeding,904,GPS,,,,
13234729.73,4752151.935,Breeding,905,GPS,,,,
13237262.25,4464970.979,Breeding,906,GPS,,,,
13237118.65,4465971.482,Breeding,907,GPS,,,,
13235586.89,4482283.563,Breeding,908,GPS,,,,
13235770.57,4482570.482,Breeding,909,GPS,,,,
13236235.89,4491526.262,Breeding,910,GPS,,,,
13235668.16,4494408.128,Breeding,911,GPS,,,,
13235765,4495679.09,Breeding,912,GPS,,,,
13237448.15,4573387.019,Breeding,913,GPS,,,,
13237214.38,4577009.026,Breeding,914,GPS,,,,
13235054.79,4578750.581,Breeding,915,GPS,,,,
13236262.6,4584073.109,Breeding,916,GPS,,,,
13237482.66,4586932.607,Breeding,917,GPS,,,,
13237107.52,4587533.443,Breeding,918,GPS,,,,
13237047.4,4739914.034,Breeding,919,GPS,,,,
13237121.99,4742292.106,Breeding,920,GPS,,,,
13237493.8,4742983.961,Breeding,921,GPS,,,,
13235442.18,4745509.206,Breeding,922,GPS,,,,
13235054.79,4749136.671,Breeding,923,GPS,,,,
13237950.21,4464848.018,Breeding,924,GPS,,,,
13237729.79,4465761.871,Breeding,925,GPS,,,,
13238919.8,4468885.498,Breeding,926,GPS,,,,
13238515.71,4486354.334,Breeding,927,GPS,,,,
13239704.6,4488828.643,Breeding,928,GPS,,,,
13238555.78,4505452.565,Breeding,929,GPS,,,,
13239955.07,4569958.222,Breeding,930,GPS,,,,
13239607.75,4570844.603,Breeding,931,GPS,,,,
13238100.49,4573546.558,Breeding,932,GPS,,,,
13239058.95,4581464.489,Breeding,933,GPS,,,,
13237688.6,4582900.138,Breeding,934,GPS,,,,
13238147.24,4587184.247,Breeding,935,GPS,,,,
13238668.22,4743029.895,Breeding,936,GPS,,,,
13239695.7,4749850.542,Breeding,937,GPS,,,,
13240852.3,4464874.566,Breeding,938,GPS,,,,
13242482.02,4466088.865,Breeding,939,GPS,,,,
13240694.23,4473992.908,Breeding,940,GPS,,,,
13240892.38,4475997.121,Breeding,941,GPS,,,,
13241700.56,4486100.915,Breeding,942,GPS,,,,
13240541.72,4489283.8,Breeding,943,GPS,,,,
13240751,4490147.953,Breeding,944,GPS,,,,
13240948.04,4511791.756,Breeding,945,GPS,,,,
13241819.67,4540102.579,Breeding,946,GPS,,,,
13242041.2,4564712.055,Breeding,947,GPS,,,,
13241863.09,4570484.678,Breeding,948,GPS,,,,
13240796.64,4574450.19,Breeding,949,GPS,,,,
13240273.44,4575399.089,Breeding,950,GPS,,,,
13240556.19,4582914.269,Breeding,951,GPS,,,,
13240795.53,4585787.583,Breeding,952,GPS,,,,
13240499.42,4588036.758,Breeding,953,GPS,,,,
13240844.51,4743869.663,Breeding,954,GPS,,,,
13241335.43,4745804.984,Breeding,955,GPS,,,,
13244572.6,4464846.621,Breeding,956,GPS,,,,
13244660.54,4465289.564,Breeding,957,GPS,,,,
13244101.72,4533877.006,Breeding,958,GPS,,,,
13244092.81,4537226.395,Breeding,959,GPS,,,,
13243893.55,4538570.11,Breeding,960,GPS,,,,
13244413.42,4562019.451,Breeding,961,GPS,,,,
13243326.94,4569736.638,Breeding,962,GPS,,,,
13244844.22,4571351.343,Breeding,963,GPS,,,,
13245024.56,4464604.897,Breeding,964,GPS,,,,
13247370.06,4465652.875,Breeding,965,GPS,,,,
13247065.05,4529980.35,Breeding,966,GPS,,,,
13247233.14,4530212.337,Breeding,967,GPS,,,,
13247146.31,4537096.957,Breeding,968,GPS,,,,
13246584.15,4537625.974,Breeding,969,GPS,,,,
13246611.98,4557054.983,Breeding,970,GPS,,,,
13246506.22,4569428.97,Breeding,971,GPS,,,,
13249565.28,4464737.635,Breeding,972,GPS,,,,
13249547.47,4465474.013,Breeding,973,GPS,,,,
13247895.49,4536897.176,Breeding,974,GPS,,,,
13249633.19,4538107.177,Breeding,975,GPS,,,,
13249553.04,4540271.46,Breeding,976,GPS,,,,
13249704.43,4544459.174,Breeding,977,GPS,,,,
13248105.88,4566179.247,Breeding,978,GPS,,,,
13247749.66,4568167.341,Breeding,979,GPS,,,,
13250820.97,4463550.036,Breeding,980,GPS,,,,
13251219.49,4467124.413,Breeding,981,GPS,,,,
13251953.08,4530625.708,Breeding,982,GPS,,,,
13251216.15,4537367.09,Breeding,983,GPS,,,,
13250013.9,4538057.93,Breeding,984,GPS,,,,
13250051.75,4541293.248,Breeding,985,GPS,,,,
13252445.12,4544583.071,Breeding,986,GPS,,,,
13251980.91,4545831.984,Breeding,987,GPS,,,,
13254473.36,4464547.61,Breeding,988,GPS,,,,
13254580.22,4465130.27,Breeding,989,GPS,,,,
13252638.81,4541612.753,Breeding,990,GPS,,,,
13254947.58,4545029.396,Breeding,991,GPS,,,,
13256729.8,4463477.388,Breeding,992,GPS,,,,
13255317.16,4539911.184,Breeding,993,GPS,,,,
13255682.29,4541398.81,Breeding,994,GPS,,,,
13255155.75,4544875.926,Breeding,995,GPS,,,,
13257832.98,4461148.701,Breeding,996,GPS,,,,
13259686.45,4472116.315,Breeding,997,GPS,,,,
13258196.99,4538632.024,Breeding,998,GPS,,,,
13258723.54,4540444.566,Breeding,999,GPS,,,,
13262166.65,4467965.784,Breeding,1000,GPS,,,,
13260208.54,4472264.528,Breeding,1001,GPS,,,,
13267594.59,4462186.559,Breeding,1002,GPS,,,,
13267641.34,4533749.016,Breeding,1003,GPS,,,,
13272713.06,4466691.176,Breeding,1004,GPS,,,,
13275609.59,4466253.763,Breeding,1005,GPS,,,,
13275235.56,4532244.199,Breeding,1006,GPS,,,,
13278860.12,4779942.268,Breeding,1007,GPS,,,,
13278344.71,4780077.696,Breeding,1008,GPS,,,,
13301101.75,4454764.56,Breeding,1009,GPS,,,,
13301259.83,4456374.195,Breeding,1010,GPS,,,,
13312183.61,4439540.708,Breeding,1011,GBIF,,,,
13313782.16,4439823.261,Breeding,1012,GPS,,,,
13494788.76,4995705.384,Breeding,1013,GBIF,,,,
13494374.65,4998612.785,Breeding,1014,GBIF,,,,
13495333.11,4991635.566,Breeding,1015,GPS,,,,
13495107.13,4995623.661,Breeding,1016,GBIF,,,,
13499291.63,5002456.829,Breeding,1017,GPS,,,,
13499399.61,5003180.344,Breeding,1018,GPS,,,,
13502083.53,5001104.25,Breeding,1019,GPS,,,,
13500270.13,5003259.919,Breeding,1020,GPS,,,,
13501005.95,5005901.007,Breeding,1021,GPS,,,,
13503885.79,5001068.891,Breeding,1022,GPS,,,,
13511521.19,4996848.83,Breeding,1023,GPS,,,,
13511907.47,4999439.569,Breeding,1024,GPS,,,,
13514661.52,5001179.388,Breeding,1025,GPS,,,,
13517244.13,4998006.403,Breeding,1026,GPS,,,,
13516935.77,5000981.967,Breeding,1027,GPS,,,,
13520205.23,5001942.591,Breeding,1028,GPS,,,,
13529825.46,4993577.148,Breeding,1029,GPS,,,,
13529261.07,4999052.166,Breeding,1030,GPS,,,,
13530866.29,4991695.913,Breeding,1031,GPS,,,,
13531961.68,4993974.639,Breeding,1032,GPS,,,,
13533110.5,4990569.995,Breeding,1033,GPS,,,,
13532935.72,4994076.222,Breeding,1034,GPS,,,,
13534651.16,4998974.098,Breeding,1035,GBIF,,,,
13532714.2,5000868.526,Breeding,1036,GBIF,,,,
13535394.77,4989975.445,Breeding,1037,GPS,,,,
13535457.11,4990059.327,Breeding,1038,GPS,,,,
13537487.58,4993210.588,Breeding,1039,GPS,,,,
13547376.09,4994999.356,Breeding,1040,GPS,,,,
13547215.79,4995726.735,Breeding,1041,GPS,,,,
13549427.71,4993269.472,Breeding,1042,GPS,,,,
13548940.13,4995005.245,Breeding,1043,GPS,,,,
13549008.03,5009421.607,Breeding,1044,GPS,,,,
13551863.38,4992425.989,Breeding,1045,GPS,,,,
13551405.85,4993902.5,Breeding,1046,GPS,,,,
13550763.54,5017713.615,Breeding,1047,GPS,,,,
13553475.28,4989769.421,Breeding,1048,GPS,,,,
13552657.09,4990388.977,Breeding,1049,GPS,,,,
13552759.5,4993730.254,Breeding,1050,GPS,,,,
13554322.42,5007611.022,Breeding,1051,GBIF,,,,
13553612.21,5032256.836,Breeding,1052,GPS,,,,
13557257.92,4998492.448,Breeding,1053,GPS,,,,
13560856.88,5051270.635,Breeding,1054,GBIF,,,,
13568984.31,5019968.919,Breeding,1055,GBIF,,,,
13574715.04,4976031.574,Breeding,1056,GPS,,,,
