"Lat","Lon","source","grid_id","X","Y"
29.3557,116.14162,"gps",148207,12928825.9983059,3420997.04254861
29.30128,116.13761,"gps",146980,12928379.6071478,3414048.3987856
30.79161,113.92387,"gps",178374,12681947.1975991,3605715.20449672
30.76186,113.94876,"gps",177966,12684717.9397249,3601860.59642134
30.8191,113.97092,"gps",178785,12687184.7796409,3609278.05228825
29.72053,113.57918,"gps",155864,12643576.4823176,3467676.92628572
29.65566,113.56635,"gps",154636,12642148.2532507,3459364.49426005
30.29705,113.84492,"gps",167737,12673158.523801,3541790.28336428
30.13638,113.77876,"gps",164462,12665793.6262901,3521092.29412722
30.33276,113.83316,"gps",168554,12671849.4065892,3546395.15263701
23.86548,117.59964,"gps",36615,13091132.0422723,2737024.8081026
23.86217,117.59821,"gps",36206,13090972.8554005,2736621.89540782
23.89673,117.56993,"gps",37023,13087824.7402008,2740829.24998035
23.89904,117.60171,"gps",37024,13091362.4736182,2741110.51080086
23.8806,117.58597,"gps",36614,13089610.3048331,2738865.43454482
23.89094,117.56822,"gps",37022,13087634.3838716,2740124.29363762
29.05755,113.02861,"gps",141933,12582287.3102715,3382972.90148108
29.01503,112.9832,"gps",141113,12577232.2921946,3377559.15625346
29.28464,112.88505,"gps",146835,12566306.2841732,3411924.45210509
29.27936,112.87711,"gps",146426,12565422.4074163,3411250.57979304
29.05734,113.04978,"gps",141934,12584643.9438916,3382946.1583106
29.08045,113.05642,"gps",142344,12585383.1053105,3385889.50745447
29.21611,112.81487,"gps",145196,12558493.8823094,3403180.85517794
28.96367,113.00571,"gps",139887,12579738.0939323,3371022.85208878
28.95814,112.97816,"gps",139886,12576671.241961,3370319.27294869
29.25178,112.84716,"gps",146015,12562088.3886671,3407731.18371063
22.48,113.99295,"gps",8642,12689637.1480231,2569253.39435222
22.48061,113.9923,"gps",9051,12689564.7903541,2569326.88361559
23.39683,116.55581,"gps",27161,12974933.4181975,2680079.57989923
23.42948,116.53557,"gps",27570,12972680.3117039,2684040.27112246
23.41712,116.53221,"gps",27569,12972306.2782148,2682540.79494679
29.20054,116.52905,"gps",144952,12971954.5086239,3401195.1278115
28.27892,121.12576,"gps",125934,13483657.9251483,3284184.94946326
28.29178,121.13459,"gps",126343,13484640.876252,3285810.62629975
28.28111,121.15479,"gps",126344,13486889.529966,3284461.78102602
28.27509,121.15134,"gps",125935,13486505.4777228,3283700.82392839
29.02008,116.19946,"gps",141257,12935264.7176534,3378202.01730782
29.04754,116.18015,"gps",141665,12933115.1382861,3381698.20425106
29.0541,116.17862,"gps",142074,12932944.8194652,3382533.55629636
29.05088,116.16983,"gps",142073,12931966.3211412,3382123.51405017
29.05095,116.10249,"gps",142070,12924470.0666311,3382132.42787593
28.85926,116.28519,"gps",137988,12944808.1375991,3357745.15261908
28.89107,116.2757,"gps",138397,12943751.7156314,3361788.97872297
28.58841,116.43564,"gps",132269,12961556.1549889,3323363.42537397
29.03866,116.12372,"gps",141662,12926833.3794207,3380567.50743819
29.01339,116.187,"gps",141256,12933877.6767981,3377350.39229531
29.04002,116.17333,"gps",141664,12932355.9393589,3380740.67091023
29.11413,115.9459,"gps",143290,12907038.5475678,3390180.26166124
29.14841,115.96366,"gps",144109,12909015.5817243,3394548.89715645
29.14568,116.13445,"gps",143708,12928027.8375569,3394200.93317321
29.23521,116.32639,"gps",145761,12949394.5006198,3405617.19499733
29.16702,116.16843,"gps",144527,12931810.473854,3396921.16179583
29.1623,116.16402,"gps",144118,12931319.5548996,3396319.45054515
29.1509,116.13168,"gps",144117,12927719.4825674,3394866.27896234
29.12885,115.93942,"gps",143699,12906317.1972675,3392055.99670691
29.10169,115.95049,"gps",142881,12907549.5040306,3388595.27089947
29.07813,116.06857,"gps",142478,12920694.1095034,3385593.99647236
29.15471,115.94414,"gps",144108,12906842.625264,3395351.92625622
29.20107,116.37022,"gps",144945,12954273.6339012,3401262.7166547
29.1005,116.12444,"gps",142889,12926913.529454,3388443.66204797
29.08695,116.08886,"gps",142479,12922952.7819716,3386717.48314977
29.05215,116.12936,"gps",142071,12927461.2213488,3382285.23725824
29.02151,116.25697,"gps",141259,12941666.7015689,3378384.0609011
28.91909,116.27807,"gps",139215,12944015.5428246,3365352.02984814
33.33569,120.68987,"gps",233481,13435134.8723064,3939946.43404227
33.3381,120.69533,"gps",233482,13435742.6767261,3940267.55296083
33.29662,120.69881,"gps",232664,13436130.0685541,3934741.81546832
33.31798,120.69746,"gps",233073,13435979.7872415,3937586.94880481
33.35187,120.72301,"gps",233892,13438824.0002313,3942102.49831557
33.34552,120.66132,"gps",233480,13431956.7008442,3941256.28194254
30.50703,117.29763,"gps",172389,13057512.4428578,3568891.74031085
30.43391,117.20454,"gps",171158,13047149.7114599,3559447.75539351
30.41229,117.22663,"gps",170341,13049608.7590115,3556656.73060582
30.41628,117.14877,"gps",170747,13040941.4234583,3557171.77144279
29.56062,116.19217,"gps",152708,12934453.1985655,3447195.75114135
29.61225,116.18925,"gps",153526,12934128.1456524,3453804.93619786
29.30773,116.45928,"gps",147403,12964187.7477513,3414871.77649614
29.31953,116.4685,"gps",147404,12965214.1134564,3416378.24559735
29.3021,116.46174,"gps",146994,12964461.5936986,3414153.07337549
29.2816,116.44991,"gps",146585,12963144.6841225,3411536.46076341
28.74342,116.82578,"gps",135558,13004986.341127,3343029.50633283
28.87933,116.83432,"gps",138422,13005937.0095784,3360296.3944999
28.84251,116.90456,"gps",137607,13013756.0906117,3355616.31680933
28.93671,116.66565,"gps",139641,12987160.7510663,3367593.09959982
28.92642,116.67026,"gps",139233,12987673.9339188,3366284.27877338
29.20743,116.55378,"gps",145362,12974707.4396312,3402073.81003181
29.1335,116.52913,"gps",143725,12971963.4141832,3392648.59110012
29.1711,116.62538,"gps",144548,12982677.915172,3397441.30737359
28.89724,116.70225,"gps",138825,12991235.0444293,3362573.47948093
28.85579,116.8022,"gps",138011,13002361.4275341,3357304.1059369
28.88744,116.86408,"gps",138423,13009249.8776244,3361327.4546781
28.8584,116.77835,"gps",138010,12999706.4576787,3357635.84284748
28.90994,116.73017,"gps",138826,12994343.0846123,3364188.40092963
28.90125,116.58241,"gps",138820,12977894.5166526,3363083.36640081
28.80859,116.56331,"gps",136774,12975768.3143785,3351306.31485223
29.80953,116.49604,"gps",157630,12968279.8522328,3479090.12122203
29.80943,116.48983,"gps",157629,12967588.558195,3479077.29171363
29.8196,116.47702,"gps",158038,12966162.5555179,3480382.11842034
29.81754,116.49433,"gps",158039,12968089.4959036,3480117.80651932
29.83343,116.47525,"gps",158447,12965965.5200192,3482156.74180788
29.85055,116.50616,"gps",158857,12969406.4054797,3484353.86825873
29.23601,116.48886,"gps",145768,12967480.5782889,3405719.25056046
29.22755,116.52843,"gps",145770,12971885.4905396,3404640.05335305
29.16998,116.51927,"gps",144543,12970865.804004,3397298.52025431
29.01694,116.44482,"gps",141267,12962578.0679144,3377802.29406544
29.64432,116.19586,"gps",154344,12934863.9674865,3457911.93892116
29.63511,116.19648,"gps",153935,12934932.9855708,3456732.33844895
29.66541,116.18479,"gps",154753,12933631.6607234,3460613.51530583
29.67977,116.20668,"gps",155163,12936068.4443769,3462453.31960918
29.67058,116.2124,"gps",154754,12936705.1918642,3461275.86583778
29.67885,116.18887,"gps",155162,12934085.8442459,3462335.44126103
30.52694,113.31446,"gps",172621,12614107.9867148,3571464.49245039
30.52205,113.32584,"gps",172622,12615374.80252,3570832.56226223
30.53024,113.30169,"gps",173030,12612686.4368173,3571890.96637858
30.52836,113.30086,"gps",172620,12612594.04164,3571648.00369856
30.59734,113.39728,"gps",174261,12623327.4669423,3580565.74823593
28.65301,116.39706,"gps",133494,12957261.4490341,3331555.67723269
28.79953,116.3097,"gps",136762,12947536.5783184,3350155.35491506
28.66707,116.37078,"gps",133902,12954335.9728161,3333339.3651655
28.66965,116.39605,"gps",133903,12957149.0163484,3333666.69661481
28.62117,116.37969,"gps",133085,12955327.829479,3327517.25630875
28.68192,116.34467,"gps",134310,12951429.4209115,3335223.53441752
28.62411,116.40089,"gps",133086,12957687.8026838,3327890.09936099
28.88677,116.3344,"gps",138400,12950286.169741,3361242.27156302
28.88056,116.32683,"gps",138399,12949443.4811957,3360452.76466233
28.90507,116.31853,"gps",138808,12948519.5294221,3363569.11241296
28.83236,116.33327,"gps",137581,12950160.3787164,3354326.47263389
28.82608,116.32823,"gps",137172,12949599.3284828,3353528.48425246
28.83344,116.3333,"gps",137582,12950163.7183011,3354463.71115646
28.7184,116.39584,"gps",135130,12957125.6392553,3339853.25465176
29.14351,116.15897,"gps",143709,12930757.3914711,3393924.35301246
29.70208,116.17995,"gps",155571,12933092.874388,3465312.19993378
27.62151,120.66905,"gps",112417,13432817.2005081,3201338.12313557
27.52036,120.64893,"gps",110371,13430577.4523533,3188635.64131502
29.97718,114.25214,"gps",161211,12718490.0468418,3500616.88240511
29.96821,114.16988,"gps",161207,12709332.9055291,3499464.18956466
29.87272,114.02241,"gps",159156,12692916.6202219,3487199.65561568
29.96615,114.17001,"gps",160798,12709347.377063,3499199.48327137
29.86577,115.27764,"gps",158802,12832648.1846503,3486307.47111183
29.84488,115.29903,"gps",158394,12835029.3085584,3483626.15674514
29.86316,115.27849,"gps",158803,12832742.8062175,3485972.43657998
29.8705,115.27754,"gps",159211,12832637.0527012,3486914.66330596
30.39151,117.03374,"gps",169924,13028136.3424324,3553974.72783894
30.36745,117.01963,"gps",169514,13026565.6244173,3550870.09936537
30.37394,117.02991,"gps",169515,13027709.9887826,3551707.47375901
30.38177,117.06517,"gps",169925,13031635.114028,3552717.81609191
30.37375,117.08022,"gps",169517,13033310.4723644,3551682.95815641
30.41152,117.20847,"gps",170340,13047587.1970587,3556557.33918366
29.2535,116.73708,"gps",146188,12995112.3022936,3407950.63968942
29.27818,116.73543,"gps",146597,12994928.6251338,3411099.98430201
29.25252,116.71228,"gps",146187,12992351.578922,3407825.60036553
30.40575,117.10641,"gps",170336,13036225.9298283,3555812.57386423
30.4073,117.13314,"gps",170337,13039201.4998172,3556012.63648042
30.38343,117.0765,"gps",169926,13032896.3638587,3552932.02422703
30.41507,117.20604,"gps",170749,13047316.6906961,3557015.57888938
30.42918,117.20947,"gps",170750,13047698.5165495,3558837.08517979
29.61031,116.12239,"gps",153523,12926685.3244979,3453556.53455163
29.65512,116.15881,"gps",154343,12930739.5803526,3459295.32124701
29.65551,116.15907,"gps",154752,12930768.5234202,3459345.27949697
29.62985,116.20046,"gps",153936,12935376.0371442,3456058.69537058
29.94725,116.67527,"gps",160501,12988231.6445677,3496771.12332485
30.41871,117.06693,"gps",170743,13031831.0363318,3557485.45324691
30.40616,117.06566,"gps",170334,13031689.6605785,3555865.49334407
29.01632,116.55032,"gps",141272,12974322.2741931,3377723.36925669
29.02695,116.53316,"gps",141271,12972412.0317311,3379076.61341107
29.03094,116.53685,"gps",141681,12972822.8006521,3379584.59331972
29.0151,116.50201,"gps",141270,12968944.4295929,3377568.06698396
29.03136,116.5319,"gps",141680,12972271.7691727,3379638.06603113
28.14472,121.06874,"gps",123477,13477310.4877832,3267231.95329425
28.14915,121.08247,"gps",123478,13478838.9043918,3267791.23940522
28.16161,121.06118,"gps",123886,13476468.9124328,3269364.43457527
25.56325,119.30319,"gps",70638,13280770.3608132,2945087.37159631
25.55262,119.29648,"gps",70228,13280023.4070299,2943775.69744705
25.55898,119.2915,"gps",70637,13279469.0359658,2944560.46686663
25.44825,119.16572,"gps",68178,13265467.2704138,2930903.2743454
25.44722,119.16132,"gps",68177,13264977.4646543,2930776.29547787
25.41438,119.11566,"gps",67357,13259894.6167047,2926728.33445807
25.40073,119.12598,"gps",67358,13261043.4338497,2925046.11720755
25.41535,119.11665,"gps",67766,13260004.8230006,2926847.88388178
25.39299,119.13609,"gps",66949,13262168.8739016,2924092.32912131
25.53365,119.34727,"gps",69822,13285677.3239673,2941435.20955793
25.49577,119.40539,"gps",69006,13292147.2127722,2936762.74361378
25.55371,119.30238,"gps",70229,13280680.1920256,2943910.19113528
25.52287,119.27593,"gps",69819,13277735.7914941,2940105.35556776
25.51504,119.42493,"gps",69416,13294322.3956223,2939139.49756097
25.50375,119.4354,"gps",69417,13295487.9106909,2937746.94729863
25.52515,119.27283,"gps",69818,13277390.7010727,2940386.61342413
30.27807,113.53306,"gps",167723,12638442.4274022,3539343.46050459
30.31294,113.53848,"gps",168132,12639045.7790423,3543839.12047077
30.29387,113.55609,"gps",167724,12641006.1152751,3541380.29793944
30.29787,113.55686,"gps",168133,12641091.8312831,3541896.00503248
30.28349,113.60701,"gps",167726,12646674.5037463,3540042.13613094
30.26314,113.59527,"gps",167317,12645367.6129244,3537419.07936652
30.25432,113.54869,"gps",166906,12640182.3510433,3536282.37548277
30.26788,113.59236,"gps",167316,12645043.6732062,3538030.00322368
30.28861,113.59301,"gps",167725,12645116.0308752,3540702.17512592
30.35167,113.66383,"gps",168956,12652999.6772132,3548834.31145442
30.26128,113.65608,"gps",167319,12652136.9511596,3537179.35780838
30.24804,113.6432,"gps",166910,12650703.1561181,3535473.08390441
29.24969,121.57658,"gps",146404,13533842.9779877,3407464.52414386
29.22701,121.59736,"gps",145996,13536156.1970064,3404571.17145228
29.24434,121.56428,"gps",145994,13532473.7482509,3406781.95150588
29.24811,121.60223,"gps",146405,13536698.3229265,3407262.93823055
29.24505,121.55421,"gps",146403,13531352.7609786,3406872.53385823
29.23907,121.57243,"gps",145995,13533381.0021009,3406109.62044946
29.27035,121.54866,"gps",146812,13530734.9378047,3410100.73793034
29.13152,121.5076,"gps",143947,13526164.1595128,3392396.25730769
29.10885,121.45222,"gps",143535,13519999.2861126,3389507.50905953
29.15899,121.50111,"gps",144356,13525441.6960175,3395897.50428255
29.17689,121.5359,"gps",144766,13529314.5011022,3398179.49063431
29.19651,121.48198,"gps",145173,13523312.1541586,3400681.20898022
22.02323,113.13736,"gps",NA,12594393.3048953,2514314.50220911
22.05353,113.15989,"gps",425,12596901.3330228,2517953.36463548
23.20904,116.60924,"gps",23483,12980881.2185906,2657318.14096403
23.36697,116.55133,"gps",26343,12974434.7068788,2676458.19159219
23.64659,116.92904,"gps",32086,13016481.1917463,2710402.31515052
24.05404,117.77499,"gps",40304,13110651.9149829,2759994.50259009
23.99565,117.75858,"gps",39076,13108825.162139,2752878.05188697
24.06127,117.76951,"gps",40303,13110041.8841733,2760875.90489613
23.98652,117.76937,"gps",38667,13110026.2994446,2751765.59869395
24.0365,117.76814,"gps",39894,13109889.376471,2757856.42442439
24.01865,117.75442,"gps",39485,13108362.0730573,2755680.85778244
24.0386,117.72771,"gps",39893,13105388.7294582,2758112.39331011
24.019,117.78461,"gps",39486,13111722.8084843,2755723.5130481
28.42123,116.14408,"gps",128984,12929099.8442532,3302185.80735368
29.93521,114.01314,"gps",160382,12691884.6885422,3495224.4087407
29.92564,114.07542,"gps",159976,12698817.6664288,3493995.13538663
29.98767,114.01594,"gps",161609,12692196.3831164,3501965.03540807
29.98564,114.01711,"gps",161200,12692326.6269207,3501704.13291315
29.98798,114.02275,"gps",161610,12692954.4688487,3502004.87813048
29.98566,114.02243,"gps",161201,12692918.8466117,3501706.70335506
29.99034,114.06025,"gps",161611,12697128.9497535,3502308.20099892
29.94455,114.0349,"gps",160383,12694307.0006619,3496424.25244086
29.01451,116.65078,"gps",141277,12985505.4302382,3377492.96244449
28.95394,116.67787,"gps",140051,12988521.0752438,3369784.93415207
29.00702,116.64938,"gps",140868,12985349.5829511,3376539.55396389
29.00554,116.60526,"gps",140866,12980438.1670173,3376351.17168031
29.04232,116.7422,"gps",141690,12995682.2580865,3381033.52609311
29.00344,116.58397,"gps",140865,12978068.1750583,3376083.87712404
29.08094,116.48688,"gps",142496,12967260.1656972,3385951.92226306
29.09612,116.48981,"gps",142905,12967586.3318052,3387885.654649
29.10254,116.74097,"gps",142917,12995545.3351128,3388703.56400936
29.10661,116.73689,"gps",142916,12995091.1515904,3389222.10929383
29.18707,116.69003,"gps",144959,12989874.7202518,3399477.46825206
30.1729,116.3229,"gps",165393,12949005.9955969,3525793.94323079
24.0183,117.73427,"gps",39484,13106118.9853178,2755638.20263289
28.81072,112.89709,"gps",136610,12567646.5708424,3351576.91930172
28.81067,112.89727,"gps",136611,12567666.6083507,3351570.56702118
28.81549,112.89194,"gps",137019,12567073.2754648,3352182.94088572
28.80055,112.80774,"gps",136607,12557700.17434,3350284.9281875
29.04639,113.01852,"gps",141524,12581164.0966094,3381551.76843521
29.09365,113.02482,"gps",142751,12581865.4094014,3387570.98971188
22.50142,114.00958,"gps",9461,12691488.391155,2571834.14576687
29.73663,113.58834,"gps",156273,12644596.1688532,3469740.80962121
29.75121,113.55999,"gps",156272,12641440.2612892,3471610.12772355
29.88849,113.55685,"gps",159135,12641090.7180881,3489224.31061482
29.7538,113.56843,"gps",156681,12642379.7977915,3471942.22295497
29.88853,113.53996,"gps",159134,12639210.5318886,3489229.44648171
29.74086,113.60855,"gps",156274,12646845.9357622,3470283.1146626
30.42148,114.5778,"gps",170632,12754742.3522135,3557843.03421326
30.44244,114.57299,"gps",171041,12754206.9054628,3560549.10234337
30.54426,114.55584,"gps",173085,12752297.7761957,3573702.99594054
30.53615,114.56244,"gps",173086,12753032.484835,3572654.77861887
28.64806,116.36031,"gps",133493,12953170.4577475,3330927.76437004
29.84963,115.07889,"gps",158385,12810523.4358551,3484235.78880243
29.86017,115.07767,"gps",158794,12810387.6260764,3485588.63384345
29.84495,115.07375,"gps",158384,12809951.2536725,3483635.14058598
29.2125,116.45745,"gps",145358,12963984.0330831,3402720.42524165
28.76967,116.38303,"gps",135948,12955699.6365783,3346362.7225433
28.77331,116.37907,"gps",136357,12955258.8113947,3346824.99470359
28.74563,116.39237,"gps",135539,12956739.3606223,3343310.09909183
28.72136,116.33706,"gps",135128,12950582.2795865,3340228.98258801
28.77445,116.35815,"gps",136356,12952930.0076473,3346969.7755646
28.71421,116.40291,"gps",135131,12957912.6680553,3339321.41470757
27.70667,120.70616,"gps",114463,13436948.2668114,3212041.67059335
27.66217,120.68307,"gps",113235,13434377.899769,3206447.53656219
27.62565,120.66962,"gps",112826,13432880.6526178,3201858.27665215
29.91566,114.01523,"gps",159973,12692117.346278,3492713.32312393
29.87994,114.04389,"gps",159157,12695307.7628841,3488126.56635866
30.35524,113.91397,"gps",168967,12680845.1346402,3549294.8506986
34.87349,119.19199,"gps",266953,13268391.633437,4146702.20294202
34.83908,119.20798,"gps",266545,13270171.6320947,4142034.20510504
34.88216,119.19465,"gps",267362,13268687.7432825,4147878.66741931
34.95326,119.19148,"gps",268998,13268334.8604966,4157531.17745594
34.97445,119.19144,"gps",269407,13268330.407717,4160409.5429726
35.04823,119.2329,"gps",271045,13272945.7138053,4170437.34153993
35.04167,119.21767,"gps",271044,13271250.3179605,4169545.37348241
35.03705,119.22922,"gps",270635,13272536.0580792,4168917.23164196
35.03356,119.23561,"gps",270636,13273247.3896254,4168442.74977236
34.98804,119.19289,"gps",269816,13268491.8209787,4162255.94659398
34.94648,119.19364,"gps",268589,13268575.3105968,4156610.36630563
35.00943,119.20219,"gps",270225,13269527.092243,4165162.71725064
35.00605,119.20799,"gps",270226,13270172.7452896,4164703.34529543
34.91755,119.19551,"gps",268180,13268783.4780445,4152682.15572857
34.90807,119.19482,"gps",267771,13268706.6675959,4151395.23137478
34.93435,119.18235,"gps",268588,13267318.5135457,4154963.14633985
34.88718,119.18536,"gps",267361,13267653.585213,4148559.90658318
34.12556,120.32257,"gps",250643,13394247.223338,4045674.15271089
34.11456,120.30721,"gps",250233,13392537.3559594,4044195.02762876
34.13997,120.31319,"gps",251052,13393203.0465144,4047612.09778732
34.11488,120.30869,"gps",250234,13392702.1088058,4044238.05400504
34.08908,120.24738,"gps",249822,13385877.1108253,4040769.5747289
34.0985,120.27726,"gps",250232,13389203.3372102,4042035.85041297
34.09586,120.27013,"gps",249823,13388409.6292408,4041680.95639018
22.60587,113.67512,"gps",11491,12654256.4742643,2584424.35773136
22.65046,113.60871,"gps",12306,12646863.7468807,2589802.06333626
22.59019,113.69206,"gps",11083,12656142.2264383,2582533.71071499
22.62584,113.60352,"gps",11897,12646285.9987235,2586832.59194384
22.62405,113.6132,"gps",11488,12647363.5713944,2586616.71692197
22.72186,113.76521,"gps",13540,12664285.2471898,2598416.78572111
22.41989,113.60602,"gps",7807,12646564.2974505,2562013.27614144
22.44593,113.61222,"gps",8216,12647254.4782934,2565149.35198593
22.43028,113.57454,"gps",7806,12643059.9598803,2563264.50467258
22.48288,113.57961,"gps",9033,12643624.3496986,2569600.36289901
22.44191,113.63306,"gps",8217,12649574.3764815,2564665.17283053
22.44215,113.64217,"gps",8218,12650588.4970426,2564694.0786549
22.50647,113.54001,"gps",9440,12639216.0978632,2572442.64443323
22.5209,113.58965,"gps",9442,12644741.9973862,2574181.5066819
22.51906,113.55653,"gps",9441,12641055.0958511,2573959.77055875
22.63917,113.46519,"gps",11891,12630887.173562,2588440.28598207
22.61668,113.50526,"gps",11484,12635347.7455581,2585727.92032128
29.96655,115.85316,"gps",160873,12896714.7779916,3499250.88212231
29.9702,115.83844,"gps",161281,12895076.1550872,3499719.90619512
29.96906,115.84097,"gps",161282,12895357.7933989,3499573.41463451
29.93904,116.02223,"gps",160472,12915535.5643001,3495716.40810992
29.95559,115.99645,"gps",160880,12912665.7478274,3497842.62842129
29.9553,115.99638,"gps",160879,12912657.9554631,3497805.3683425
29.94726,116.01538,"gps",160471,12914773.0257881,3496772.40804933
22.90424,116.13414,"gps",17327,12927993.3285147,2620442.18596351
22.93249,116.12894,"gps",17735,12927414.4671626,2623856.48416206
24.44363,117.88507,"gps",48080,13122905.9645294,2807560.29122403
24.44056,117.87936,"gps",48079,13122270.330237,2807184.89757407
24.47829,117.85049,"gps",48487,13119056.5365378,2811799.08350051
24.42373,117.89428,"gps",47671,13123931.2170396,2805127.12017125
24.47645,117.82558,"gps",48486,13116283.5680221,2811574.02884843
24.48868,117.7706,"gps",48892,13110163.2224183,2813069.97016949
24.48325,117.83775,"gps",48895,13117638.3262251,2812405.76895355
24.48761,117.77156,"gps",48893,13110270.0891295,2812939.08478891
24.48528,117.79578,"gps",48894,13112966.2471965,2812654.07655001
24.4522,117.8593,"gps",48078,13120037.2612517,2808608.26260359
33.8065,120.4726,"gps",243697,13410948.4865417,4002849.20297107
33.66911,120.46013,"gps",240833,13409560.3324915,3984457.65010224
33.82501,120.49136,"gps",244107,13413036.840189,4005329.27729065
33.76919,120.44804,"gps",242878,13408214.4798478,3997851.82838538
33.66529,120.46114,"gps",240424,13409672.7651772,3983946.71058854
33.72832,120.46017,"gps",242060,13409564.7852712,3992380.11703288
33.67459,120.46869,"gps",240834,13410513.2273327,3985190.66055101
33.63585,120.57178,"gps",240020,13421989.1536386,3980009.75962498
33.62995,120.56127,"gps",239611,13420819.1857904,3979220.92661679
33.66742,120.43985,"gps",240423,13407302.7732182,3984231.60338257
33.72045,120.43832,"gps",241650,13407132.4543973,3991326.77384077
33.7234,120.44653,"gps",241651,13408046.3874168,3991721.59891821
28.24063,112.80959,"gps",125155,12557906.115398,3279345.74060746
27.93232,120.97473,"gps",118974,13466845.3424538,3240443.56662903
27.93217,120.98259,"gps",118975,13467720.3136514,3240424.66693121
29.20008,116.54077,"gps",144953,12973259.173056,3401136.4660799
29.13246,116.56773,"gps",143727,12976260.3465278,3392516.05153249
29.22224,116.53101,"gps",145361,12972172.6948259,3403962.73043603
29.13393,116.58374,"gps",143728,12978042.5715754,3392703.39150547
29.17075,116.54851,"gps",144544,12974120.7859148,3397396.68623145
29.20886,116.5127,"gps",145360,12970134.4349494,3402256.18544174
29.1588,116.55426,"gps",144135,12974760.8729868,3395873.28421499
29.17649,116.42729,"gps",144539,12960626.6372408,3398128.49217862
29.17279,116.6162,"gps",144547,12981656.0022465,3397656.76588683
29.15791,116.59423,"gps",144137,12979210.3130338,3395759.83291613
29.12704,116.55377,"gps",143726,12974706.3264363,3391825.33817881
29.12671,116.55412,"gps",143317,12974745.2882581,3391783.28485164
29.26237,116.57866,"gps",146181,12977477.0685622,3409082.42765702
29.26678,116.57531,"gps",146590,12977104.148268,3409645.16824619
22.63192,113.51968,"gps",11893,12636952.9726154,2587565.86440557
